Price,Make,Model,Year,Mileage (km),Color,Transmission,Fuel Type,Body Type,Condition,City,Governorate,Age,mileage_band
700000,Mitsubishi,Lancer EX Shark,2016,213000.0,Gray,Automatic,Diesel,Sedan,Used,Nasr city,Cairo,10,200K+
555000,Opel,Corsa,2016,126000.0,Red,Automatic,Gas,Hatchback,Used,Cairo,Cairo,10,120-200K
200000,Geely,EC7,2014,0.0,Black,Manual,Gas,Sedan,Used,El Haram,Giza,12,0-20K
5500000,BMW,X5,2020,84000.0,Other,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,6,60-120K
1200000,Mercedes,C 200,2013,205000.0,Other,Automatic,Gas,Sedan,Used,Cairo,Cairo,13,200K+
1100000,MG,HS,2022,75000.0,Black,Automatic,Gas,SUV,Used,Madinaty,Cairo,4,60-120K
700000,Jac,J7,2022,200000.0,Red,Automatic,Gas,Sedan,Used,El Qobba Bridge,Cairo,4,120-200K
1250000,Kia,Sportage,2017,80000.0,Mocha,Automatic,Diesel,SUV,Used,El Faiyum,El Faiyum,9,60-120K
1150000,Toyota,Corolla,2021,88000.0,Gray,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,5,60-120K
150000,Fiat,Marea,2002,400000.0,Silver,Manual,Gas,Sedan,Used,Bilbeis,Sharqia,24,200K+
210000,Daewoo,Lanos,1999,0.0,Champagne,Automatic,Diesel,Sedan,Used,Cairo,Cairo,27,0-20K
540000,Ford,Focus,2010,229999.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,16,200K+
350000,Nissan,Sunny,2007,165.0,Gold,Automatic,Gas,Sedan,Used,Maadi,Cairo,19,0-20K
1200000,Nissan,Juke,2025,47000.0,Black,Automatic,Gas,SUV,Used,6 October,Giza,1,20-60K
1000000,Hyundai,Elantra AD,2020,100000.0,White,Automatic,Gas,Sedan,Used,Sharqia,Sharqia,6,60-120K
770000,Nissan,Sunny,2026,9900.0,Silver,Automatic,Diesel,Sedan,Used,Al Nubariya,Beheira,0,0-20K
660000,Hyundai,Avante,2007,340000.0,Black,Automatic,Gas,Sedan,Used,Helwan,Cairo,19,200K+
390000,Speranza,Tiggo,2012,250000.0,Dark blue,Manual,Gas,SUV,Used,Hurghada,Red Sea,14,200K+
4900000,Mercedes,GLE 450,2023,67000.0,Black,Automatic,Diesel,SUV,Used,Tagamo3 - New Cairo,Cairo,3,60-120K
4800000,BMW,520,2024,20000.0,White,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,2,0-20K
200000,Speranza,A516,2010,0.0,Black,Manual,Gas,Sedan,Used,Zagazig,Sharqia,16,0-20K
785000,Chery,Arrizo 5,2026,10000.0,Gray,Automatic,Gas,Sedan,Used,El Minya,El Minya,0,0-20K
1100000,Hyundai,Elantra CN7,2022,170000.0,Silver,Automatic,Natural Gas,Sedan,Used,Nasr city,Cairo,4,120-200K
880000,Citroën,Grand C4 Spacetourer,2019,156000.0,Silver,Automatic,Gas,MiniVans,Used,Cairo,Cairo,7,120-200K
2300000,Mercedes,C 180,2020,77000.0,White,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,6,60-120K
1500000,Mitsubishi,Eclipse,2023,8000.0,Blue,Automatic,Gas,Coupe,Used,6 October,Giza,3,0-20K
170000,Isuzu,Other,2011,18000.0,Red,Manual,Gas,Sedan,Used,Cairo,Cairo,15,0-20K
1475000,Mercedes,E 300,2011,322000.0,Black,Automatic,Gas,Sedan,Used,Obour City,Cairo,15,200K+
700000,Mercedes,C 180,2023,88000.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,3,60-120K
485000,Mitsubishi,Lancer Puma,2007,250000.0,White,Automatic,Diesel,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,19,200K+
850000,Kia,K3,2015,158000.0,White,Automatic,Gas,Sedan,Used,Suez ,Suez ,11,120-200K
400000,Peugeot,301,2016,260000.0,Silver,Automatic,Natural Gas,Sedan,Used,Heliopolis,Cairo,10,200K+
690000,Peugeot,301,2022,88000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,4,60-120K
850000,Nissan,Qashqai,2019,194000.0,Blue,Automatic,Natural Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,7,120-200K
820000,MG,6,2020,130000.0,Red,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,120-200K
1150000,Skoda,Octavia A7,2016,152.0,Other,Automatic,Diesel,Sedan,Used,Giza,Giza,10,0-20K
330000,Renault,Megane,2006,400000.0,Silver,Automatic,Gas,Sedan,Used,Helwan,Cairo,20,200K+
475000,Renault,Logan,2016,185.0,Silver,Automatic,Gas,Sedan,Used,Sharqia,Sharqia,10,0-20K
650000,Mercedes,C 180,2004,200000.0,Silver,Automatic,Natural Gas,Sedan,Used,Cairo,Cairo,22,120-200K
950000,Bestune,T77 Pro,2022,66000.0,White,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,4,60-120K
320000,Nissan,Sunny,2007,272000.0,Black,Manual,Gas,Sedan,Used,El Faiyum,El Faiyum,19,200K+
250000,Opel,Corsa,2005,200000.0,Silver,Manual,Gas,Hatchback,Used,Cairo,Cairo,21,120-200K
450000,Chevrolet,Optra,2010,128900.0,Gray,Automatic,Gas,Sedan,Used,Giza,Giza,16,120-200K
550000,Emgrand,Other,2019,200000.0,Blue,Automatic,Gas,Sedan,Used,Obour City,Cairo,7,120-200K
465000,Mitsubishi,Lancer Puma,2007,200000.0,Dark red,Automatic,Natural Gas,Sedan,Used,Alexandria,Alexandria,19,120-200K
130000,Volkswagen,Gol,2002,222.0,Gray,Manual,Diesel,Hatchback,Used,El Mahalla El Kubra,Gharbia,24,0-20K
190000,Peugeot,405,1998,0.0,Dark green,Manual,Gas,Sedan,Used,Cairo,Cairo,28,0-20K
780000,Nissan,Sunny,2026,5000.0,Silver,Automatic,Gas,Sedan,Used,El Haram,Giza,0,0-20K
1400000,Jetour,X90 Plus,2024,80000.0,Dark blue,Automatic,Gas,SUV,Used,Tanta,Gharbia,2,60-120K
1050000,Bestune,T77 Pro,2021,66200.0,Other,Automatic,Gas,SUV,Used,6 October,Giza,5,60-120K
7000000,Toyota,Land Cruiser,2023,9.0,White,Automatic,Gas,SUV,Used,Cairo,Cairo,3,0-20K
200000,Peugeot,405,2002,105000.0,Red,Manual,Gas,Sedan,Used,Shibin el Kom ,Monufia,24,60-120K
520000,Chevrolet,Aveo,2020,160000.0,Blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,120-200K
730000,Nissan,Qashqai,2019,330000.0,Blue,Automatic,Gas,SUV,Used,6 October,Giza,7,200K+
285000,Skoda,Fabia,2010,500000.0,Other,Manual,Gas,Hatchback,Used,El Shorouk,Cairo,16,200K+
800000,Hyundai,Elantra AD,2019,277000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,7,200K+
205000,Daewoo,Nubira 2,2001,34677.0,Green,Manual,Gas,Sedan,Used,Zagazig,Sharqia,25,20-60K
1650000,Kia,Sportage,2023,36000.0,Gray,Automatic,Diesel,SUV,Used,Mohandessin,Giza,3,20-60K
530000,Chevrolet,Aveo,2016,65000.0,Dark red,Automatic,Diesel,Sedan,Used,Monufia,Monufia,10,60-120K
1000000,Citroën,C5,2020,120000.0,Gray,Automatic,Gas,SUV,Used,Nasr city,Cairo,6,60-120K
800000,Kia,Sportage,2015,440000.0,Blue,Automatic,Gas,SUV,Used,Maadi,Cairo,11,200K+
900000,Jetour,X70,2024,0.0,Gray,Manual,Hybrid,SUV,Used,Al Bayadeyah,Luxor,2,0-20K
120000,Fiat,Shahin,1999,0.0,White,Manual,Diesel,Sedan,Used,Beni Suef,Beni Suef,27,0-20K
460000,Renault,Sandero Step Way,2016,206862.0,Dark blue,Automatic,Gas,Hatchback,Used,Cairo,Cairo,10,200K+
530000,Chevrolet,Optra,2020,0.0,Dark red,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,0-20K
330000,Renault,Logan,2014,160000.0,Black,Manual,Gas,Sedan,Used,Sheikh Zayed City,Giza,12,120-200K
660000,Peugeot,301,2020,115000.0,Silver,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,60-120K
250000,Chevrolet,Spark,2010,150000.0,Black,Manual,Gas,Hatchback,Used,Nasr city,Cairo,16,120-200K
590000,Opel,Astra,2014,261000.0,Silver,Automatic,Gas,Sedan,Used,Madinaty,Cairo,12,200K+
300000,Nissan,Sunny,2012,350000.0,Black,Manual,Gas,Sedan,Used,Qena,Qena,14,200K+
260000,Peugeot,206,2006,239500.0,Silver,Manual,Diesel,Hatchback,Used,El Shorouk,Cairo,20,200K+
550000,Geely,X7,2019,190000.0,Black,Automatic,Gas,SUV,Used,Giza,Giza,7,120-200K
370000,Skoda,Octavia A4,2004,235000.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,22,200K+
3200000,Mercedes,GLA 200,2025,3000.0,Black,Automatic,Gas,SUV,Used,Sheikh Zayed City,Giza,1,0-20K
105000,Suzuki,Maruti,2008,200000.0,Blue,Manual,Gas,Hatchback,Used,Alexandria,Alexandria,18,120-200K
275000,Opel,Corsa,2005,211000.0,Green,Manual,Gas,Hatchback,Used,Giza,Giza,21,200K+
350000,Hyundai,Verna,2012,289999.0,Black,Manual,Gas,Sedan,Used,Cairo,Cairo,14,200K+
4250000,Jaguar,F-Pace,2024,10000.0,White,Automatic,Gas,SUV,Used,6 October,Giza,2,0-20K
790000,Hyundai,IX 35,2011,220000.0,Gray,Automatic,Gas,SUV,Used,Obour City,Cairo,15,200K+
850000,Mini,Country man,2015,83000.0,Red,Automatic,Diesel,Hatchback,Used,Cairo,Cairo,11,60-120K
570000,Opel,Astra,2016,218000.0,Red,Automatic,Gas,Sedan,Used,6 October,Giza,10,200K+
265000,Peugeot,406,2003,490000.0,Silver,Automatic,Gas,Sedan,Used,Giza,Giza,23,200K+
670000,Kia,Picanto,2018,120000.0,Red,Automatic,Gas,Hatchback,Used,Cairo,Cairo,8,60-120K
390000,Chevrolet,Lanos,2015,104000.0,Dark red,Manual,Gas,Sedan,Used,Tanta,Gharbia,11,60-120K
525000,Citroën,C4,2015,220000.0,Black,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,11,200K+
430000,Chevrolet,Optra,2019,240000.0,Blue,Automatic,Diesel,Sedan,Used,Cairo,Cairo,7,200K+
950000,BMW,318,2018,142000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,8,120-200K
145000,Fiat,Siena,2003,290000.0,Petroleum,Manual,Natural Gas,Sedan,Used,Tanta,Gharbia,23,200K+
750000,Kia,Carens,2011,205160.0,Red,Automatic,Gas,MiniVans,Used,Monufia,Monufia,15,200K+
870000,Hyundai,Elantra HD,2024,72000.0,Silver,Automatic,Gas,Sedan,Used,Giza,Giza,2,60-120K
650000,Suzuki,Swift Dzire,2022,63000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,4,60-120K
650000,Nissan,Sunny,2021,38000.0,Red,Automatic,Gas,Sedan,Used,Hadayek October,Giza,5,20-60K
310000,Emgrand,EC 7,2015,300000.0,Bronze,Manual,Diesel,Sedan,Used,Alexandria,Alexandria,11,200K+
265000,Renault,Megane,2006,290000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,20,200K+
1220000,MG,HS,2022,45000.0,White,Automatic,Gas,SUV,Used,Al Shorouk,Cairo,4,20-60K
550000,Mercedes,S 320,1995,450000.0,Black,Automatic,Gas,Sedan,Used,Qena,Qena,31,200K+
100000,Skoda,Favorit,1994,1.0,Red,Manual,Gas,Hatchback,Used,Giza,Giza,32,0-20K
540000,Suzuki,Swift Dzire,2022,73000.0,Bronze,Manual,Gas,Sedan,Used,Maadi,Cairo,4,60-120K
950000,Volkswagen,Golf 7,2014,315000.0,Gray,Automatic,Gas,Hatchback,Used,Cairo,Cairo,12,200K+
230000,Lada,Granta,2015,194000.0,Dark grey,Manual,Gas,Sedan,Used,Asyut,Asyut,11,120-200K
1850000,Kia,Sportage,2024,7500.0,Red,Automatic,Gas,SUV,Used,Sheikh Zayed City,Giza,2,0-20K
280000,Honda,Civic,1998,298000.0,Silver,Manual,Gas,Sedan,Used,Nasr city,Cairo,28,200K+
840000,Kia,Cerato,2015,56000.0,Dark red,Automatic,Gas,Sedan,Used,Banha,Qalyubia,11,20-60K
240000,Chevrolet,Sprint,1991,73000.0,Other,Automatic,Gas,Hatchback,Used,Alexandria,Alexandria,35,60-120K
1250000,BMW,118,2018,79000.0,White,Automatic,Gas,Hatchback,Used,Port Said,Port Said,8,60-120K
305000,Opel,Astra,2006,237000.0,Black,Automatic,Gas,Sedan,Used,Red Sea,Red Sea,20,200K+
375000,Chevrolet,Aveo,2013,230000.0,Gray,Automatic,Gas,Sedan,Used,Damanhur,Beheira,13,200K+
370000,Chevrolet,Optra,2009,200000.0,Black,Automatic,Natural Gas,Sedan,Used,Zagazig,Sharqia,17,120-200K
1555000,Hyundai,Tucson,2021,100000.0,White,Automatic,Gas,SUV,Used,Sharqia,Sharqia,5,60-120K
1875000,Hyundai,Tucson,2025,4000.0,White,Automatic,Gas,SUV,Used,El Minya,El Minya,1,0-20K
440000,Daihatsu,Materia,2007,190000.0,White,Automatic,Diesel,Hatchback,Used,Nasr city,Cairo,19,120-200K
335000,Honda,City,2008,269000.0,Black,Manual,Diesel,Sedan,Used,Cairo,Cairo,18,200K+
380000,Hyundai,Verna,2010,200000.0,Black,Automatic,Gas,Sedan,Used,Dyarb Negm,Sharqia,16,120-200K
550000,Nissan,Sunny,2019,120000.0,Black,Automatic,Natural Gas,Sedan,Used,Cairo,Cairo,7,60-120K
1590000,Cupra,Formentor,2022,31000.0,White,Automatic,Gas,SUV,Used,Suez ,Suez ,4,20-60K
3195000,BMW,320,2024,14000.0,Black,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,2,0-20K
820000,MG,6,2022,120000.0,Red,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,60-120K
300000,Skoda,Octavia A4,1998,100000.0,Red,Manual,Gas,Sedan,Used,Alexandria,Alexandria,28,60-120K
270000,Mitsubishi,Lancer,1999,310000.0,Yellow,Manual,Diesel,Sedan,Used,El Minya,El Minya,27,200K+
575000,Jeep,Cherokee,2006,126000.0,Blue,Automatic,Gas,SUV,Used,Alexandria,Alexandria,20,120-200K
5750000,Mercedes,GLS,2021,40000.0,Silver,Automatic,Gas,SUV,Used,Heliopolis,Cairo,5,20-60K
600000,Kia,Picanto,2015,70000.0,Other,Automatic,Gas,Hatchback,Used,Marsa Matrouh,Marsa Matrouh,11,60-120K
1870000,Hyundai,Tucson,2024,48000.0,Dark grey,Automatic,Gas,SUV,Used,El Qanater El Khayreya,Qalyubia,2,20-60K
440000,Hyundai,I10,2008,18740.0,Dark grey,Manual,Diesel,Hatchback,Used,Cairo,Cairo,18,0-20K
1000000,Chevrolet,Captiva,2021,60000.0,Red,Automatic,Gas,SUV,Used,10th of Ramadan,Cairo,5,20-60K
720000,Hyundai,Elantra,2016,200000.0,Dark grey,Automatic,Gas,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,10,120-200K
50000,Lada,2105,1994,345000.0,Red,Manual,Gas,Sedan,Used,Alexandria,Alexandria,32,200K+
790000,Suzuki,Ciaz,2022,45000.0,Blue,Automatic,Gas,Sedan,Used,El Haram,Giza,4,20-60K
530000,Renault,Fluence,2016,156000.0,Mocha,Automatic,Diesel,Sedan,Used,Cairo,Cairo,10,120-200K
1950000,Mercedes,CLA 200,2020,95000.0,Yellow,Automatic,Gas,Sedan,Used,Nasr city,Cairo,6,60-120K
700000,Geely,Emgrand X7,2019,92000.0,Black,Automatic,Gas,SUV,Used,Alexandria,Alexandria,7,60-120K
300000,Jac,Other,2012,260000.0,White,Manual,Gas,Sedan,Used,Cairo,Cairo,14,200K+
975000,Nissan,Sentra,2026,5000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,0,0-20K
465000,Byd,F3,2021,232000.0,Blue,Manual,Natural Gas,Sedan,Used,Giza,Giza,5,200K+
725000,Skoda,Fantasia,2011,230000.0,Silver,Automatic,Gas,Sedan,Used,Pyramids Gardens,Giza,15,200K+
60000,Lada,1200,1995,64770.0,White,Manual,Gas,Sedan,Used,Sharqia,Sharqia,31,60-120K
200000,Hyundai,Santamo,2000,0.0,White,Automatic,Gas,MiniVans,Used,Beni Suef,Beni Suef,26,0-20K
540000,Hyundai,Avante,2008,168000.0,Silver,Automatic,Gas,Sedan,Used,Ashmun,Monufia,18,120-200K
280000,Renault,Sandero Step Way,2013,260000.0,Black,Manual,Gas,Hatchback,Used,Hurghada,Red Sea,13,200K+
510000,Nissan,Sunny,2021,60000.0,Silver,Manual,Gas,Sedan,Used,El Qanater El Khayreya,Qalyubia,5,20-60K
175000,Citroën,Xsara,2000,270000.0,Dark blue,Manual,Gas,Sedan,Used,El Faiyum,El Faiyum,26,200K+
200000,Chery,A15,2008,255000.0,Gray,Manual,Gas,Sedan,Used,Nasr city,Cairo,18,200K+
170000,Speranza,A113,2009,283000.0,Yellow,Manual,Gas,Hatchback,Used,Al Tagamoa El Awal,Cairo,17,200K+
95000,Suzuki,Swift,1993,0.0,Dark red,Manual,Gas,Hatchback,Used,El Qanater El Khayreya,Qalyubia,33,0-20K
3750000,Mercedes,E 200,2021,22000.0,Black,Automatic,Gas,Sedan,Used,Heliopolis,Cairo,5,20-60K
1000000,MG,6,2022,33000.0,White,Automatic,Gas,Sedan,Used,Tanta,Gharbia,4,20-60K
1777777,Seat,Tarraco,2022,81000.0,White,Automatic,Gas,MiniVans,Used,Damietta,Damietta,4,60-120K
1040000,MG,Rx5,2021,134000.0,Black,Automatic,Gas,SUV,Used,Nasr city,Cairo,5,120-200K
270000,Chevrolet,Lanos,2010,380000.0,Dark red,Manual,Gas,Sedan,Used,Shubra al-Khaimah,Qalyubia,16,200K+
460000,Kia,Cerato,2011,273000.0,Dark red,Automatic,Gas,Sedan,Used,Sadat City,Monufia,15,200K+
300000,Skoda,Octavia A4,1998,300000.0,Black,Manual,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,28,200K+
550000,Renault,Logan,2017,104000.0,Red,Automatic,Gas,Sedan,Used,Mokattam,Cairo,9,60-120K
400000,Hyundai,Verna,2013,264000.0,Dark red,Manual,Gas,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,13,200K+
350000,Skoda,Octavia A4,2000,229000.0,Dark green,Manual,Natural Gas,Sedan,Used,Hurghada,Red Sea,26,200K+
955000,BMW,525,2010,0.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,16,0-20K
340000,Opel,Astra,2008,300000.0,Gray,Automatic,Gas,Sedan,Used,El Obour,Qalyubia,18,200K+
700000,Kia,Grand Cerato,2015,180000.0,Other,Automatic,Gas,Sedan,Used,Sharqia,Sharqia,11,120-200K
600000,Renault,Logan,2017,88000.0,Black,Automatic,Diesel,Sedan,Used,Hurghada,Red Sea,9,60-120K
225000,Mitsubishi,Lancer Crystala,1998,350000.0,Dark green,Manual,Gas,Sedan,Used,Cairo,Cairo,28,200K+
565000,Kia,Soul,2010,240000.0,White,Automatic,Gas,Hatchback,Used,Banha,Qalyubia,16,200K+
490000,Hyundai,I10,2017,124000.0,Dark blue,Automatic,Gas,Hatchback,Used,Asyut,Asyut,9,120-200K
1950000,Alfa Romeo,Stelvio,2021,91000.0,Black,Automatic,Diesel,SUV,Used,Dokki,Giza,5,60-120K
3250000,Mercedes,C 180,2022,10000.0,Black,Automatic,Gas,Sedan,Used,Ausim,Giza,4,0-20K
415000,Renault,Logan,2016,156000.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,10,120-200K
1250000,Chrysler,Other,2008,130000.0,Black,Automatic,Gas,Sedan,Used,Heliopolis,Cairo,18,120-200K
200000,Peugeot,206,2001,193000.0,Silver,Manual,Gas,Hatchback,Used,Alexandria,Alexandria,25,120-200K
270000,Skoda,Fabia,2001,200000.0,Yellow,Automatic,Gas,Hatchback,Used,Mansoura,Dakahlia,25,120-200K
1090000,Chevrolet,Malibu,2022,75000.0,Red,Automatic,Gas,Sedan,Used,Tanta,Gharbia,4,60-120K
670000,Opel,Astra,2017,215400.0,Petroleum,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,9,200K+
600000,Mitsubishi,Lancer Puma,2013,200000.0,Champagne,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,13,120-200K
1800000,BMW,X3,2016,53000.0,Dark red,Automatic,Gas,SUV,Used,6 October,Giza,10,20-60K
900000,Nissan,Kicks,2022,67000.0,Other,Automatic,Gas,Hatchback,Used,Sharqia,Sharqia,4,60-120K
745000,Ssang Yong,Tivoli,2016,106000.0,Other,Automatic,Gas,SUV,Used,6 October,Giza,10,60-120K
650000,Kia,Cerato,2014,340.0,Gray,Automatic,Gas,Sedan,Used,Cairo,Cairo,12,0-20K
380000,Chevrolet,Lanos,2015,150000.0,Silver,Manual,Diesel,Sedan,Used,Banha,Qalyubia,11,120-200K
750000,Kia,Cerato,2016,170000.0,Petroleum,Automatic,Gas,Sedan,Used,Giza,Giza,10,120-200K
660000,BMW,X3,2006,280000.0,Dark blue,Automatic,Gas,SUV,Used,Cairo,Cairo,20,200K+
550000,Chevrolet,Cruze,2015,181000.0,Black,Automatic,Gas,Sedan,Used,Giza,Giza,11,120-200K
385000,Renault,16,2016,156000.0,Blue,Automatic,Gas,Hatchback,Used,Hadaeq Al Qubbah,Cairo,10,120-200K
470000,Peugeot,308,2009,150000.0,Black,Manual,Gas,Hatchback,Used,Faisal,Giza,17,120-200K
350000,Renault,Megane,2006,277000.0,Black,Automatic,Gas,Sedan,Used,Giza,Giza,20,200K+
540000,BMW,116,2008,270000.0,Silver,Automatic,Natural Gas,Hatchback,Used,Giza,Giza,18,200K+
280000,Daewoo,Nubira 2,2008,100000.0,Cyan,Manual,Gas,Sedan,Used,Khanka,Qalyubia,18,60-120K
570000,Opel,Astra,2016,182000.0,Silver,Automatic,Gas,Sedan,Used,Madinaty,Cairo,10,120-200K
2250000,Volvo,XC60,2020,220000.0,White,Automatic,Gas,SUV,Used,Cairo,Cairo,6,200K+
270000,Daewoo,Lacetti,2004,150000.0,Cyan,Manual,Gas,Hatchback,Used,Mansoura,Dakahlia,22,120-200K
435000,Mitsubishi,Attrage,2015,194000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,11,120-200K
700000,Renault,Kadjar,2018,160000.0,Mocha,Automatic,Diesel,SUV,Used,6 October,Giza,8,120-200K
245000,Volkswagen,Passat,2000,290000.0,Black,Automatic,Natural Gas,Sedan,Used,6 October,Giza,26,200K+
1040000,Hyundai,Elantra CN7,2021,109000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,60-120K
185000,Daewoo,Nubira 1,1997,100001.0,Silver,Manual,Gas,Sedan,Used,El Mahalla,Gharbia,29,60-120K
1000000,Ford,Kuga,2019,69000.0,Dark grey,Automatic,Natural Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,7,60-120K
2100000,Mercedes,C 180,2015,148000.0,Black,Manual,Gas,Sedan,Used,Mansoura,Dakahlia,11,120-200K
320000,Chevrolet,Aveo,2011,195000.0,Dark grey,Manual,Gas,Sedan,Used,Damietta,Damietta,15,120-200K
680000,Fiat,Tipo,2021,216000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,200K+
650000,Skoda,Octavia A5,2005,323000.0,Black,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,21,200K+
265000,Volkswagen,Polo,2001,200000.0,Gray,Manual,Gas,Hatchback,Used,Sheikh Zayed City,Giza,25,120-200K
205000,Hyundai,Accent,1999,350000.0,Dark green,Manual,Diesel,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,27,200K+
750000,Mitsubishi,Lancer EX Shark,2016,230000.0,Other,Automatic,Diesel,Sedan,Used,Cairo,Cairo,10,200K+
500000,Soueast,A5,2023,26000.0,White,Automatic,Diesel,Sedan,Used,Cairo,Cairo,3,20-60K
140000,Skoda,Felicia,1996,114000.0,White,Manual,Gas,Hatchback,Used,Tanta,Gharbia,30,60-120K
82000,Fiat,128,1990,360000.0,Red,Manual,Gas,Sedan,Used,Greater Cairo ( Cairo + Giza),Greater Cairo ( Cairo + Giza),36,200K+
325000,Lada,Granta,2016,220000.0,Silver,Manual,Natural Gas,Sedan,Used,Kafr El Zayat,Gharbia,10,200K+
270000,Mitsubishi,Mirage,2006,350000.0,Silver,Manual,Gas,Sedan,Used,El Bagour,Monufia,20,200K+
520000,Hyundai,Elantra,2008,276200.0,Dark red,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,18,200K+
485000,Chevrolet,Aveo,2016,110000.0,Dark red,Automatic,Gas,Sedan,Used,Giza,Giza,10,60-120K
525000,Hyundai,Elantra,2008,276200.0,Dark red,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,18,200K+
625000,Nissan,Sentra,2018,199500.0,Other,Automatic,Gas,Sedan,Used,Beni Suef,Beni Suef,8,120-200K
630000,Volkswagen,Eos,2009,130000.0,White,Manual,Gas,Coupe,Used,Zagazig,Sharqia,17,120-200K
750000,Ssang Yong,Tivoli XLV,2017,226000.0,White,Automatic,Gas,SUV,Used,6 October,Giza,9,200K+
165000,Speranza,A113,2008,191000.0,Cyan,Manual,Gas,Hatchback,Used,Cairo,Cairo,18,120-200K
4800000,Land Rover,Range Rover,2020,85000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,6,60-120K
2600000,Mercedes,CLA 200,2021,20000.0,Silver,Automatic,Gas,Sedan,Used,Nasr city,Cairo,5,0-20K
600000,Speranza,Tiggo,2019,56000.0,Black,Automatic,Gas,SUV,Used,Cairo,Cairo,7,20-60K
3250000,Mercedes,C 180,2023,14000.0,White,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,3,0-20K
800000,Nissan,Sunny,2020,110000.0,Gray,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,60-120K
740000,Renault,Kadjar,2018,0.0,Bronze,Automatic,Diesel,SUV,Used,Dokki,Giza,8,0-20K
790000,BMW,116,2012,172000.0,White,Automatic,Gas,Hatchback,Used,Ismailia,Ismailia,14,120-200K
390000,Opel,Astra,2008,233000.0,Gray,Automatic,Gas,Sedan,Used,Helwan,Cairo,18,200K+
1100000,BMW,X3,2014,171000.0,Black,Automatic,Gas,SUV,Used,Cairo,Cairo,12,120-200K
250000,Opel,Vectra,2001,0.0,Other,Automatic,Natural Gas,Sedan,Used,Alexandria,Alexandria,25,0-20K
375000,Hyundai,Verna,2013,0.0,Gray,Manual,Gas,Sedan,Used,Cairo,Cairo,13,0-20K
830000,Fiat,Tipo,2022,100007.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,60-120K
2100000,Audi,A3,2025,18000.0,Black,Automatic,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
1800000,Hyundai,Tucson,2022,23000.0,Dark grey,Automatic,Gas,SUV,Used,6 October,Giza,4,20-60K
840000,MG,ZS,2021,92000.0,White,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,60-120K
810000,Fiat,Tipo,2022,100007.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,60-120K
1900000,Seat,Tarraco,2021,38000.0,Red,Automatic,Gas,MiniVans,Used,El Tagamoa El Khames,Cairo,5,20-60K
250000,Brilliance,Galena,2006,152000.0,Black,Automatic,Gas,Sedan,Used,Giza,Giza,20,120-200K
600000,Speranza,Tiggo,2017,64372.0,Silver,Automatic,Gas,SUV,Used,Monufia,Monufia,9,60-120K
